detector,alpha_vulnerable,alpha_safe,baseline,method,outcome,projects,nonzero_projects,median_paired_difference,hodges_lehmann_paired_shift,bootstrap_median_ci_lower,bootstrap_median_ci_upper,wins,ties,losses,exact_sign_p,wilcoxon_exact_p,holm_adjusted_wilcoxon_p
codebert,0.05,0.1,unweighted_mondrian,vultriage_full_gate_clip_20,safe_violation,24,12,-0.0012239902080783509,-0.00998613037447985,-0.019205002233139805,0.0,12,12,0,0.00048828125,0.00048828125,0.00244140625
codebert,0.05,0.1,unweighted_mondrian,vultriage_full_gate_clip_20,singleton_coverage,24,24,0.0006436486555177201,-0.007601977841852986,-0.040331491712707224,0.010600706713780883,12,0,12,1.0,0.5838061571121216,1.0
codebert,0.05,0.1,unweighted_mondrian,vultriage_full_gate_clip_20,review_load,24,24,-0.0006436486555176646,0.007601977841853014,-0.010600706713780883,0.04033149171270711,12,0,12,1.0,0.5838061571121216,1.0
codebert,0.05,0.1,unweighted_mondrian,prom_derived_union,max_relative_violation,24,22,-1.6438506743330654,-1.9139697119857702,-2.333333333333333,-1.0643431635388738,22,2,0,4.76837158203125e-07,4.76837158203125e-07,2.384185791015625e-06
codebert,0.05,0.1,unweighted_mondrian,prom_derived_union,vulnerable_violation,24,19,-0.07616708614110575,-0.08713235294117645,-0.11666666666666661,-0.0207762557077625,19,5,0,3.814697265625e-06,3.814697265625e-06,1.9073486328125e-05
codebert,0.05,0.1,unweighted_mondrian,prom_derived_union,safe_violation,24,12,-0.0018084066471163,-0.030035530676979474,-0.0431972789115646,0.0,12,12,0,0.00048828125,0.00048828125,0.00244140625
codebert,0.05,0.1,unweighted_mondrian,prom_derived_union,singleton_coverage,24,24,-0.49910300434048427,-0.5006104127737312,-0.5312859884836852,-0.474059003051882,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
codebert,0.05,0.1,unweighted_mondrian,prom_derived_union,review_load,24,24,0.4991030043404844,0.5006104127737312,0.474059003051882,0.5312859884836854,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
codebert,0.05,0.2,unweighted_mondrian,estimated_weight_no_gate_clip_20,max_relative_violation,24,21,0.0,0.11450497167623358,-0.14184397163120632,0.3399433427762042,10,3,11,1.0,0.37372493743896484,1.0
codebert,0.05,0.2,unweighted_mondrian,estimated_weight_no_gate_clip_20,vulnerable_violation,24,19,0.009896890476577054,0.0154411764705882,0.0,0.0308823529411764,6,5,13,0.1670684814453125,0.044559478759765625,0.1782379150390625
codebert,0.05,0.2,unweighted_mondrian,estimated_weight_no_gate_clip_20,safe_violation,24,17,-0.007546967257112201,-0.022319884802920603,-0.0379191972537628,0.0,14,7,3,0.012725830078125,0.007904052734375,0.01580810546875
codebert,0.05,0.2,unweighted_mondrian,estimated_weight_no_gate_clip_20,singleton_coverage,24,24,-0.013344389989378203,-0.013378877295195296,-0.05138121546961327,0.010022271714922093,9,0,15,0.30745625495910645,0.2405325174331665,0.481065034866333
codebert,0.05,0.2,unweighted_mondrian,estimated_weight_no_gate_clip_20,review_load,24,24,0.013344389989378203,0.013378877295195268,-0.010022271714922149,0.05138121546961322,9,0,15,0.30745625495910645,0.2405325174331665,0.481065034866333
codebert,0.05,0.2,unweighted_mondrian,vultriage_ess_only_clip_20,max_relative_violation,24,21,0.0,0.0990708580218495,-0.14184397163120632,0.3399433427762042,10,3,11,1.0,0.49480247497558594,1.0
codebert,0.05,0.2,unweighted_mondrian,vultriage_ess_only_clip_20,vulnerable_violation,24,19,0.009896890476577054,0.013244396392150302,0.0,0.0308823529411764,6,5,13,0.1670684814453125,0.104156494140625,0.20831298828125
codebert,0.05,0.2,unweighted_mondrian,vultriage_ess_only_clip_20,safe_violation,24,16,-0.007546967257112201,-0.02239944521497915,-0.0379191972537628,0.0,14,8,2,0.004180908203125,0.001678466796875,0.0067138671875
codebert,0.05,0.2,unweighted_mondrian,vultriage_ess_only_clip_20,singleton_coverage,24,24,-0.02332885672472873,-0.02315136478760625,-0.059550561797752755,0.0010204081632653184,8,0,16,0.15158963203430176,0.08937323093414307,0.35749292373657227
codebert,0.05,0.2,unweighted_mondrian,vultriage_ess_only_clip_20,review_load,24,24,0.02332885672472873,0.023151364787606266,-0.0010204081632653184,0.05955056179775281,8,0,16,0.15158963203430176,0.08937323093414307,0.35749292373657227
codebert,0.05,0.2,unweighted_mondrian,vultriage_infinity_only_clip_20,max_relative_violation,24,21,0.0,0.11450497167623358,-0.14184397163120632,0.3399433427762042,10,3,11,1.0,0.37372493743896484,1.0
codebert,0.05,0.2,unweighted_mondrian,vultriage_infinity_only_clip_20,vulnerable_violation,24,19,0.009896890476577054,0.0154411764705882,0.0,0.0308823529411764,6,5,13,0.1670684814453125,0.044559478759765625,0.1782379150390625
codebert,0.05,0.2,unweighted_mondrian,vultriage_infinity_only_clip_20,safe_violation,24,17,-0.007546967257112201,-0.022319884802920603,-0.0379191972537628,0.0,14,7,3,0.012725830078125,0.007904052734375,0.01580810546875
codebert,0.05,0.2,unweighted_mondrian,vultriage_infinity_only_clip_20,singleton_coverage,24,24,-0.013344389989378203,-0.013378877295195296,-0.05138121546961327,0.010022271714922093,9,0,15,0.30745625495910645,0.2405325174331665,0.481065034866333
codebert,0.05,0.2,unweighted_mondrian,vultriage_infinity_only_clip_20,review_load,24,24,0.013344389989378203,0.013378877295195268,-0.010022271714922149,0.05138121546961322,9,0,15,0.30745625495910645,0.2405325174331665,0.481065034866333
codebert,0.05,0.2,unweighted_mondrian,vultriage_full_gate_clip_20,max_relative_violation,24,21,0.0,0.0920007233558196,-0.14184397163120632,0.3399433427762042,10,3,11,1.0,0.6091489791870117,1.0
codebert,0.05,0.2,unweighted_mondrian,vultriage_full_gate_clip_20,vulnerable_violation,24,19,0.009896890476577054,0.0123152709359606,0.0,0.0308823529411764,6,5,13,0.1670684814453125,0.18186569213867188,0.20831298828125
codebert,0.05,0.2,unweighted_mondrian,vultriage_full_gate_clip_20,safe_violation,24,16,-0.007546967257112201,-0.02239944521497915,-0.0379191972537628,0.0,14,8,2,0.004180908203125,0.001678466796875,0.0067138671875
codebert,0.05,0.2,unweighted_mondrian,vultriage_full_gate_clip_20,singleton_coverage,24,24,-0.02332885672472873,-0.02315136478760625,-0.059550561797752755,0.0010204081632653184,8,0,16,0.15158963203430176,0.08937323093414307,0.35749292373657227
codebert,0.05,0.2,unweighted_mondrian,vultriage_full_gate_clip_20,review_load,24,24,0.02332885672472873,0.023151364787606266,-0.0010204081632653184,0.05955056179775281,8,0,16,0.15158963203430176,0.08937323093414307,0.35749292373657227
codebert,0.05,0.2,unweighted_mondrian,prom_derived_union,max_relative_violation,24,23,-1.5233417228221156,-1.8810555028223794,-2.333333333333333,-0.9854469854469856,23,1,0,2.384185791015625e-07,2.384185791015625e-07,1.1920928955078125e-06
codebert,0.05,0.2,unweighted_mondrian,prom_derived_union,vulnerable_violation,24,19,-0.07616708614110575,-0.08713235294117645,-0.11666666666666661,-0.0207762557077625,19,5,0,3.814697265625e-06,3.814697265625e-06,1.9073486328125e-05
codebert,0.05,0.2,unweighted_mondrian,prom_derived_union,safe_violation,24,16,-0.0221439895606336,-0.040800111469836024,-0.06264062431279065,0.0,16,8,0,3.0517578125e-05,3.0517578125e-05,0.000152587890625
codebert,0.05,0.2,unweighted_mondrian,prom_derived_union,singleton_coverage,24,24,-0.6317810267615018,-0.6281644889280869,-0.6507991882952603,-0.5971443141254462,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
codebert,0.05,0.2,unweighted_mondrian,prom_derived_union,review_load,24,24,0.6317810267615018,0.628164488928087,0.5971443141254462,0.6501086792496982,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
codebert,0.1,0.05,unweighted_mondrian,estimated_weight_no_gate_clip_20,max_relative_violation,24,23,0.028328611898016942,-0.002768111357165537,-0.4273504273504276,0.5504587155963303,11,1,12,1.0,0.988100528717041,1.0
codebert,0.1,0.05,unweighted_mondrian,estimated_weight_no_gate_clip_20,vulnerable_violation,24,22,0.02980713033313849,0.029903565166569248,0.0,0.0617647058823529,7,2,15,0.13380050659179688,0.07942724227905273,0.31770896911621094
codebert,0.1,0.05,unweighted_mondrian,estimated_weight_no_gate_clip_20,safe_violation,24,10,0.0,-0.004064043829042125,-0.010942384993300597,0.0,9,14,1,0.021484375,0.009765625,0.0390625
codebert,0.1,0.05,unweighted_mondrian,estimated_weight_no_gate_clip_20,singleton_coverage,24,24,0.006781424275706133,0.007017930455179913,-0.010172939979654017,0.038633818589025815,14,0,10,0.5412561893463135,0.5270590782165527,1.0
codebert,0.1,0.05,unweighted_mondrian,estimated_weight_no_gate_clip_20,review_load,24,24,-0.006781424275706133,-0.007017930455179899,-0.03863381858902576,0.01772402085599035,14,0,10,0.5412561893463135,0.5270590782165527,1.0
codebert,0.1,0.05,unweighted_mondrian,vultriage_ess_only_clip_20,max_relative_violation,24,23,0.028328611898016942,-0.002768111357165537,-0.4273504273504276,0.5504587155963303,11,1,12,1.0,0.988100528717041,1.0
codebert,0.1,0.05,unweighted_mondrian,vultriage_ess_only_clip_20,vulnerable_violation,24,22,0.02980713033313849,0.029903565166569248,0.0,0.0617647058823529,7,2,15,0.13380050659179688,0.07942724227905273,0.31770896911621094
codebert,0.1,0.05,unweighted_mondrian,vultriage_ess_only_clip_20,safe_violation,24,10,0.0,-0.004064043829042125,-0.010942384993300597,0.0,9,14,1,0.021484375,0.009765625,0.0390625
codebert,0.1,0.05,unweighted_mondrian,vultriage_ess_only_clip_20,singleton_coverage,24,24,0.006781424275706133,0.007017930455179913,-0.01751050571549645,0.038633818589025815,14,0,10,0.5412561893463135,0.5270590782165527,1.0
codebert,0.1,0.05,unweighted_mondrian,vultriage_ess_only_clip_20,review_load,24,24,-0.006781424275706133,-0.007017930455179899,-0.03863381858902576,0.017351095224240415,14,0,10,0.5412561893463135,0.5270590782165527,1.0
codebert,0.1,0.05,unweighted_mondrian,vultriage_infinity_only_clip_20,max_relative_violation,24,23,0.028328611898016942,-0.002768111357165537,-0.4273504273504276,0.5504587155963303,11,1,12,1.0,0.988100528717041,1.0
codebert,0.1,0.05,unweighted_mondrian,vultriage_infinity_only_clip_20,vulnerable_violation,24,22,0.02980713033313849,0.029903565166569248,0.0,0.0617647058823529,7,2,15,0.13380050659179688,0.07942724227905273,0.31770896911621094
codebert,0.1,0.05,unweighted_mondrian,vultriage_infinity_only_clip_20,safe_violation,24,10,0.0,-0.004064043829042125,-0.010942384993300597,0.0,9,14,1,0.021484375,0.009765625,0.0390625
codebert,0.1,0.05,unweighted_mondrian,vultriage_infinity_only_clip_20,singleton_coverage,24,24,0.006781424275706133,0.007017930455179913,-0.010172939979654017,0.038633818589025815,14,0,10,0.5412561893463135,0.5270590782165527,1.0
codebert,0.1,0.05,unweighted_mondrian,vultriage_infinity_only_clip_20,review_load,24,24,-0.006781424275706133,-0.007017930455179899,-0.03863381858902576,0.020208826718794815,14,0,10,0.5412561893463135,0.5270590782165527,1.0
codebert,0.1,0.05,unweighted_mondrian,vultriage_full_gate_clip_20,max_relative_violation,24,23,-0.09174311926605505,-0.15140069290455893,-0.43103448275862066,0.21215830273357802,12,1,11,1.0,0.5399188995361328,1.0
codebert,0.1,0.05,unweighted_mondrian,vultriage_full_gate_clip_20,vulnerable_violation,24,22,0.006372684198651238,0.012086320707691268,-0.018348623853210996,0.055045871559632975,9,2,13,0.5234670639038086,0.4434065818786621,0.4434065818786621
codebert,0.1,0.05,unweighted_mondrian,vultriage_full_gate_clip_20,safe_violation,24,10,0.0,-0.004064043829042125,-0.010942384993300597,0.0,9,14,1,0.021484375,0.009765625,0.0390625
codebert,0.1,0.05,unweighted_mondrian,vultriage_full_gate_clip_20,singleton_coverage,24,24,0.003764107094690966,-0.0002781189712750265,-0.03847590586477401,0.021201413427561877,13,0,11,0.8388197422027588,0.9664472341537476,1.0
codebert,0.1,0.05,unweighted_mondrian,vultriage_full_gate_clip_20,review_load,24,24,-0.0037641070946910216,0.00027811897127512364,-0.02120521732118068,0.03847590586477401,13,0,11,0.8388197422027588,0.9664472341537476,1.0
codebert,0.1,0.05,unweighted_mondrian,prom_derived_union,max_relative_violation,24,23,-1.5174468752450405,-1.698672290748716,-2.235294117647059,-1.110091743119266,23,1,0,2.384185791015625e-07,2.384185791015625e-07,1.1920928955078125e-06
codebert,0.1,0.05,unweighted_mondrian,prom_derived_union,vulnerable_violation,24,21,-0.11598617355822956,-0.13286084529505582,-0.1976190476190476,-0.0477832512315271,21,3,0,9.5367431640625e-07,9.5367431640625e-07,4.76837158203125e-06
codebert,0.1,0.05,unweighted_mondrian,prom_derived_union,safe_violation,24,11,0.0,-0.0190447916954627,-0.0312862885216614,0.0,11,13,0,0.0009765625,0.0009765625,0.0048828125
codebert,0.1,0.05,unweighted_mondrian,prom_derived_union,singleton_coverage,24,24,-0.5665450158691498,-0.5657558922197545,-0.6221990620114644,-0.5402298850574713,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
codebert,0.1,0.05,unweighted_mondrian,prom_derived_union,review_load,24,24,0.56654501586915,0.5657558922197545,0.5402298850574713,0.6221990620114644,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
codebert,0.1,0.1,unweighted_mondrian,estimated_weight_no_gate_clip_20,max_relative_violation,24,24,0.01608870981723365,0.05877719910327309,-0.36942790930158587,0.5504587155963303,12,0,12,1.0,0.7898378372192383,1.0
codebert,0.1,0.1,unweighted_mondrian,estimated_weight_no_gate_clip_20,vulnerable_violation,24,22,0.02980713033313849,0.029903565166569248,-0.0005654413905674902,0.0617647058823529,7,2,15,0.13380050659179688,0.07942724227905273,0.31770896911621094
codebert,0.1,0.1,unweighted_mondrian,estimated_weight_no_gate_clip_20,safe_violation,24,13,-0.0012239902080783509,-0.00998613037447985,-0.019205002233139805,0.0,12,11,1,0.00341796875,0.001220703125,0.003662109375
codebert,0.1,0.1,unweighted_mondrian,estimated_weight_no_gate_clip_20,singleton_coverage,24,24,-0.008751948993864056,-0.005659683955847539,-0.03673469387755102,0.02631578947368418,10,0,14,0.5412561893463135,0.6634435653686523,1.0
codebert,0.1,0.1,unweighted_mondrian,estimated_weight_no_gate_clip_20,review_load,24,24,0.008751948993864,0.005659683955847525,-0.026315789473684292,0.03673469387755102,10,0,14,0.5412561893463135,0.6634435653686523,1.0
codebert,0.1,0.1,unweighted_mondrian,vultriage_ess_only_clip_20,max_relative_violation,24,24,0.01608870981723365,0.05877719910327309,-0.36942790930158587,0.5504587155963303,12,0,12,1.0,0.7898378372192383,1.0
codebert,0.1,0.1,unweighted_mondrian,vultriage_ess_only_clip_20,vulnerable_violation,24,22,0.02980713033313849,0.029903565166569248,0.0,0.0617647058823529,7,2,15,0.13380050659179688,0.07942724227905273,0.31770896911621094
codebert,0.1,0.1,unweighted_mondrian,vultriage_ess_only_clip_20,safe_violation,24,13,-0.0012239902080783509,-0.00998613037447985,-0.019205002233139805,0.0,12,11,1,0.00341796875,0.001220703125,0.003662109375
codebert,0.1,0.1,unweighted_mondrian,vultriage_ess_only_clip_20,singleton_coverage,24,24,-0.008751948993864056,-0.005659683955847539,-0.03673469387755102,0.02631578947368418,10,0,14,0.5412561893463135,0.6634435653686523,1.0
codebert,0.1,0.1,unweighted_mondrian,vultriage_ess_only_clip_20,review_load,24,24,0.008751948993864,0.005659683955847525,-0.026315789473684292,0.03673469387755102,10,0,14,0.5412561893463135,0.6634435653686523,1.0
codebert,0.1,0.1,unweighted_mondrian,vultriage_infinity_only_clip_20,max_relative_violation,24,24,0.01608870981723365,0.05877719910327309,-0.36942790930158587,0.5504587155963303,12,0,12,1.0,0.7898378372192383,1.0
codebert,0.1,0.1,unweighted_mondrian,vultriage_infinity_only_clip_20,vulnerable_violation,24,22,0.02980713033313849,0.029903565166569248,-0.001733348855860406,0.0617647058823529,7,2,15,0.13380050659179688,0.07942724227905273,0.31770896911621094
codebert,0.1,0.1,unweighted_mondrian,vultriage_infinity_only_clip_20,safe_violation,24,13,-0.0012239902080783509,-0.00998613037447985,-0.019205002233139805,0.0,12,11,1,0.00341796875,0.001220703125,0.003662109375
codebert,0.1,0.1,unweighted_mondrian,vultriage_infinity_only_clip_20,singleton_coverage,24,24,-0.008751948993864056,-0.005659683955847539,-0.03673469387755102,0.02631578947368418,10,0,14,0.5412561893463135,0.6634435653686523,1.0
codebert,0.1,0.1,unweighted_mondrian,vultriage_infinity_only_clip_20,review_load,24,24,0.008751948993864,0.005659683955847525,-0.026315789473684292,0.03673469387755102,10,0,14,0.5412561893463135,0.6634435653686523,1.0
codebert,0.1,0.1,unweighted_mondrian,vultriage_full_gate_clip_20,max_relative_violation,24,24,-0.10398302134683834,-0.09844330166078571,-0.4273504273504276,0.3162439944049139,13,0,11,0.8388197422027588,0.6431422233581543,1.0
codebert,0.1,0.1,unweighted_mondrian,vultriage_full_gate_clip_20,vulnerable_violation,24,22,0.006372684198651238,0.012086320707691268,-0.018348623853210996,0.055045871559632975,9,2,13,0.5234670639038086,0.4434065818786621,0.4434065818786621
codebert,0.1,0.1,unweighted_mondrian,vultriage_full_gate_clip_20,safe_violation,24,12,-0.0012239902080783509,-0.00998613037447985,-0.019205002233139805,0.0,12,12,0,0.00048828125,0.00048828125,0.00244140625
codebert,0.1,0.1,unweighted_mondrian,vultriage_full_gate_clip_20,singleton_coverage,24,24,-0.011386385768318852,-0.015599322988969322,-0.03735524841240201,0.009588287393649808,9,0,15,0.30745625495910645,0.27681541442871094,1.0
codebert,0.1,0.1,unweighted_mondrian,vultriage_full_gate_clip_20,review_load,24,24,0.011386385768318796,0.015599322988969294,-0.008835078534031426,0.0373552484124019,9,0,15,0.30745625495910645,0.27681541442871094,1.0
codebert,0.1,0.1,unweighted_mondrian,prom_derived_union,max_relative_violation,24,23,-1.5174468752450405,-1.6130391022830124,-1.9761904761904758,-1.0643431635388738,23,1,0,2.384185791015625e-07,2.384185791015625e-07,1.1920928955078125e-06
codebert,0.1,0.1,unweighted_mondrian,prom_derived_union,vulnerable_violation,24,21,-0.11598617355822956,-0.13286084529505582,-0.1976190476190476,-0.0477832512315271,21,3,0,9.5367431640625e-07,9.5367431640625e-07,4.76837158203125e-06
codebert,0.1,0.1,unweighted_mondrian,prom_derived_union,safe_violation,24,12,-0.0018084066471163,-0.030035530676979474,-0.0431972789115646,0.0,12,12,0,0.00048828125,0.00048828125,0.00244140625
codebert,0.1,0.1,unweighted_mondrian,prom_derived_union,singleton_coverage,24,24,-0.63659961064244,-0.6367564531911961,-0.6752950133231823,-0.6066598384568088,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
codebert,0.1,0.1,unweighted_mondrian,prom_derived_union,review_load,24,24,0.63659961064244,0.6367564531911962,0.6077669902912621,0.6752950133231823,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
codebert,0.1,0.2,unweighted_mondrian,estimated_weight_no_gate_clip_20,max_relative_violation,24,24,-0.005168485020250163,0.1263512111313576,-0.28368794326241176,0.5504587155963303,12,0,12,1.0,0.5270590782165527,1.0
codebert,0.1,0.2,unweighted_mondrian,estimated_weight_no_gate_clip_20,vulnerable_violation,24,22,0.02980713033313849,0.029903565166569248,0.0,0.0617647058823529,7,2,15,0.13380050659179688,0.07942724227905273,0.31770896911621094
codebert,0.1,0.2,unweighted_mondrian,estimated_weight_no_gate_clip_20,safe_violation,24,17,-0.007546967257112201,-0.022319884802920603,-0.0379191972537628,0.0,14,7,3,0.012725830078125,0.007904052734375,0.023712158203125
codebert,0.1,0.2,unweighted_mondrian,estimated_weight_no_gate_clip_20,singleton_coverage,24,24,-0.023476957800677156,-0.022989261906168956,-0.03967446592065105,0.0019487750556792527,8,0,16,0.15158963203430176,0.06464934349060059,0.19394803047180176
codebert,0.1,0.2,unweighted_mondrian,estimated_weight_no_gate_clip_20,review_load,24,24,0.023476957800677073,0.022989261906168977,-0.0019487750556793082,0.0396744659206511,8,0,16,0.15158963203430176,0.06464934349060059,0.19394803047180176
codebert,0.1,0.2,unweighted_mondrian,vultriage_ess_only_clip_20,max_relative_violation,24,24,-0.005168485020250163,0.1263512111313576,-0.28368794326241176,0.5504587155963303,12,0,12,1.0,0.5270590782165527,1.0
codebert,0.1,0.2,unweighted_mondrian,vultriage_ess_only_clip_20,vulnerable_violation,24,22,0.02980713033313849,0.029903565166569248,-0.0010263870368125566,0.0617647058823529,7,2,15,0.13380050659179688,0.07942724227905273,0.31770896911621094
codebert,0.1,0.2,unweighted_mondrian,vultriage_ess_only_clip_20,safe_violation,24,17,-0.007546967257112201,-0.022319884802920603,-0.0379191972537628,0.0,14,7,3,0.012725830078125,0.007904052734375,0.023712158203125
codebert,0.1,0.2,unweighted_mondrian,vultriage_ess_only_clip_20,singleton_coverage,24,24,-0.023476957800677156,-0.022989261906168956,-0.03967446592065105,0.0019487750556792527,8,0,16,0.15158963203430176,0.06464934349060059,0.19394803047180176
codebert,0.1,0.2,unweighted_mondrian,vultriage_ess_only_clip_20,review_load,24,24,0.023476957800677073,0.022989261906168977,-0.0019487750556793082,0.0396744659206511,8,0,16,0.15158963203430176,0.06464934349060059,0.19394803047180176
codebert,0.1,0.2,unweighted_mondrian,vultriage_infinity_only_clip_20,max_relative_violation,24,24,-0.005168485020250163,0.1263512111313576,-0.28368794326241176,0.5504587155963303,12,0,12,1.0,0.5270590782165527,1.0
codebert,0.1,0.2,unweighted_mondrian,vultriage_infinity_only_clip_20,vulnerable_violation,24,22,0.02980713033313849,0.029903565166569248,-2.5659675920086377e-05,0.0617647058823529,7,2,15,0.13380050659179688,0.07942724227905273,0.31770896911621094
codebert,0.1,0.2,unweighted_mondrian,vultriage_infinity_only_clip_20,safe_violation,24,17,-0.007546967257112201,-0.022319884802920603,-0.0379191972537628,0.0,14,7,3,0.012725830078125,0.007904052734375,0.023712158203125
codebert,0.1,0.2,unweighted_mondrian,vultriage_infinity_only_clip_20,singleton_coverage,24,24,-0.023476957800677156,-0.022989261906168956,-0.03967446592065105,0.0019487750556792527,8,0,16,0.15158963203430176,0.06464934349060059,0.19394803047180176
codebert,0.1,0.2,unweighted_mondrian,vultriage_infinity_only_clip_20,review_load,24,24,0.023476957800677073,0.022989261906168977,-0.0019487750556793082,0.0396744659206511,8,0,16,0.15158963203430176,0.06464934349060059,0.19394803047180176
codebert,0.1,0.2,unweighted_mondrian,vultriage_full_gate_clip_20,max_relative_violation,24,24,-0.08653667260166166,-0.05599098212852066,-0.3677999266234562,0.44334975369458096,13,0,11,0.8388197422027588,0.8553357124328613,1.0
codebert,0.1,0.2,unweighted_mondrian,vultriage_full_gate_clip_20,vulnerable_violation,24,22,0.006372684198651238,0.012086320707691268,-0.018348623853210996,0.055045871559632975,9,2,13,0.5234670639038086,0.4434065818786621,0.4434065818786621
codebert,0.1,0.2,unweighted_mondrian,vultriage_full_gate_clip_20,safe_violation,24,16,-0.007546967257112201,-0.02239944521497915,-0.0379191972537628,0.0,14,8,2,0.004180908203125,0.001678466796875,0.0067138671875
codebert,0.1,0.2,unweighted_mondrian,vultriage_full_gate_clip_20,singleton_coverage,24,24,-0.026629549370534744,-0.028668331968396688,-0.0507077767461363,-0.008695652173912993,7,0,17,0.06391465663909912,0.009575724601745605,0.03830289840698242
codebert,0.1,0.2,unweighted_mondrian,vultriage_full_gate_clip_20,review_load,24,24,0.026629549370534647,0.0286683319683967,0.008695652173913132,0.04940248855600425,7,0,17,0.06391465663909912,0.009575724601745605,0.03830289840698242
codebert,0.1,0.2,unweighted_mondrian,prom_derived_union,max_relative_violation,24,24,-1.2383562366934702,-1.5061125479933093,-1.9761904761904758,-0.9854469854469856,24,0,0,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
codebert,0.1,0.2,unweighted_mondrian,prom_derived_union,vulnerable_violation,24,21,-0.11598617355822956,-0.13286084529505582,-0.1976190476190476,-0.0477832512315271,21,3,0,9.5367431640625e-07,9.5367431640625e-07,4.76837158203125e-06
codebert,0.1,0.2,unweighted_mondrian,prom_derived_union,safe_violation,24,16,-0.0221439895606336,-0.040800111469836024,-0.057050575901132404,0.0,16,8,0,3.0517578125e-05,3.0517578125e-05,0.000152587890625
codebert,0.1,0.2,unweighted_mondrian,prom_derived_union,singleton_coverage,24,24,-0.7680339319368932,-0.7658891910432999,-0.788488992227895,-0.744776119402985,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
codebert,0.1,0.2,unweighted_mondrian,prom_derived_union,review_load,24,24,0.7680339319368932,0.7658891910433,0.7445266060710283,0.788488992227895,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
hashing,0.01,0.05,unweighted_mondrian,estimated_weight_no_gate_clip_20,max_relative_violation,24,23,-0.42839794034780915,-0.5542419222712027,-0.8334552771172491,-0.1571428571428571,21,1,2,6.604194641113281e-05,3.337860107421875e-06,4.76837158203125e-06
hashing,0.01,0.05,unweighted_mondrian,estimated_weight_no_gate_clip_20,vulnerable_violation,24,15,-0.00173809523809523,-0.004603849943552395,-0.00724200913242008,0.0,15,9,0,6.103515625e-05,6.103515625e-05,0.000152587890625
hashing,0.01,0.05,unweighted_mondrian,estimated_weight_no_gate_clip_20,safe_violation,24,13,0.0,-0.0006241331484049999,-0.0012482662968099998,0.0,9,11,4,0.266845703125,0.09423828125,0.09423828125
hashing,0.01,0.05,unweighted_mondrian,estimated_weight_no_gate_clip_20,singleton_coverage,24,24,-0.057107364685004436,-0.05905448499357049,-0.06743295019157092,-0.04537131230925737,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
hashing,0.01,0.05,unweighted_mondrian,estimated_weight_no_gate_clip_20,review_load,24,24,0.05710736468500455,0.05905448499357055,0.045371312309257505,0.06743295019157103,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
hashing,0.01,0.05,unweighted_mondrian,vultriage_ess_only_clip_20,max_relative_violation,24,21,-0.5440628748185089,-0.6425420855194695,-0.8799171842650104,-0.1932011331444759,21,3,0,9.5367431640625e-07,9.5367431640625e-07,4.76837158203125e-06
hashing,0.01,0.05,unweighted_mondrian,vultriage_ess_only_clip_20,vulnerable_violation,24,16,-0.0019183866181033,-0.004620689655172401,-0.00724200913242008,0.0,16,8,0,3.0517578125e-05,3.0517578125e-05,0.000152587890625
hashing,0.01,0.05,unweighted_mondrian,vultriage_ess_only_clip_20,safe_violation,24,11,0.0,-0.0006241331484049999,-0.0018831168831168602,0.0,9,13,2,0.0654296875,0.0244140625,0.0732421875
hashing,0.01,0.05,unweighted_mondrian,vultriage_ess_only_clip_20,singleton_coverage,24,24,-0.09546146039701052,-0.10074009433265749,-0.12871690427698573,-0.05788819875776395,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
hashing,0.01,0.05,unweighted_mondrian,vultriage_ess_only_clip_20,review_load,24,24,0.09546146039701053,0.10074009433265746,0.057888198757764076,0.1287169042769858,0,0,24,1.1920928955078125e-07,1.1920928955078125e-07,5.960464477539062e-07
hashing,0.01,0.05,unweighted_mondrian,vultriage_infinity_only_clip_20,max_relative_violation,24,21,-0.7468189552805219,-0.8035382806624349,-1.1126760563380282,-0.2987012987012987,21,3,0,9.5367431640625e-07,9.5367431640625e-07,4.76837158203125e-06
hashing,0.01,0.05,unweighted_mondrian,vultriage_infinity_only_clip_20,vulnerable_violation,24,16,-0.0019183866181033,-0.004620689655172401,-0.00724200913242008,0.0,16,8,0,3.0517578125e-05,3.0517578125e-05,0.000152587890625
